step,type,amount,isFraud,sender_txn_count_before,sender_avg_amount_before,receiver_txn_count_before,receiver_avg_amount_before,sender_amount_vs_avg,receiver_amount_vs_avg,sender_txn_count_recent,receiver_txn_count_recent,sender_amount_recent,receiver_amount_recent,sender_old_balance,receiver_old_balance,sender_balance_to_amount,receiver_balance_to_amount,sender_zero_balance,receiver_zero_balance,ml_fraud_probability,risk_score,risk_level,recommended_action,behavior_score,ml_probability_percent
1,PAYMENT,7413.54,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,297689.59375,0.0,40.154850743565305,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,3295.19,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,233633.0,0.0,70.90122395199323,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1684.81,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,297.0,0.0,0.1762809988491493,0.0,0,1,0.00547727971650937,20.33,LOW,ALLOW,20.0,0.55
1,DEBIT,5758.59,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,32604.0,209699.0,5.6618027823923365,36.41499146316068,0,0,0.006357217386821309,0.38,LOW,ALLOW,0.0,0.64
1,CASH_OUT,110414.71,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,26845.41015625,288800.0,0.2431325493524661,2.6155934978942668,0,0,0.0005382523815125214,18.03,LOW,ALLOW,18.0,0.05
1,PAYMENT,7823.46,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,998.0,0.0,0.1275650421914357,0.0,0,1,0.00618350222389134,20.37,LOW,ALLOW,20.0,0.62
1,PAYMENT,5086.48,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,8.645922160006689e-05,13.01,LOW,ALLOW,13.0,0.01
1,PAYMENT,5281.48,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,152019.0,0.0,28.78340930235009,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,13875.98,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,15818.0,0.0,1.1399554817494597,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,CASH_OUT,56953.9,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,1942.02001953125,70253.0,0.0340981051834824,1.233506431119797,0,0,0.00032724905379444383,18.02,LOW,ALLOW,18.0,0.03
1,CASH_OUT,5346.89,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,652637.0,0.0,122.05917520506728,1,0,0.008527888059813464,11.51,LOW,ALLOW,11.0,0.85
1,PAYMENT,2204.04,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,586.0,0.0,0.2658753877489713,0.0,0,1,0.00547727971650937,20.33,LOW,ALLOW,20.0,0.55
1,PAYMENT,2641.47,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,23053.0,0.0,8.727337526333336,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,CASH_OUT,23261.3,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,20411.529296875,25742.0,0.8774887306959168,1.1066449052904896,0,0,0.0793856982728367,22.76,LOW,ALLOW,18.0,7.94
1,PAYMENT,2330.64,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,203543.0,0.0,87.3335261479813,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1614.64,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,41276.0,0.0,25.563592891005616,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,9164.71,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,47235.76953125,0.0,5.154093226363057,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,2970.97,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,38071.05859375,0.0,12.814353214327475,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,38.66,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,16174.0,0.0,418.365237036665,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,2252.44,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,1627.0,0.0,0.722327805545939,0.0,0,1,0.00547727971650937,20.33,LOW,ALLOW,20.0,0.55
1,TRANSFER,62610.8,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,79114.0,517.0,1.263583902662561,0.0082573612467647,0,0,0.09243267661333947,7.55,LOW,ALLOW,2.0,9.24
1,DEBIT,5529.13,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,8547.0,10206.0,1.5458128459902267,1.8458600568826784,0,0,0.006146214059103231,0.37,LOW,ALLOW,0.0,0.61
1,CASH_OUT,82940.31,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,3017.8701171875,132372.0,0.0363860471008895,1.5959910929923251,0,0,0.00032724905379444383,18.02,LOW,ALLOW,18.0,0.03
1,DEBIT,4510.22,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,10256.0,10697.0,2.273946617117742,2.3717245479044933,0,0,0.006146214059103231,0.37,LOW,ALLOW,0.0,0.61
1,DEBIT,8727.74,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,882770.0,12636.0,101.14531096183752,1.4477974436305934,0,0,0.00021100332771807755,0.01,LOW,ALLOW,0.0,0.02
1,PAYMENT,2599.46,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,874042.25,0.0,336.2399356537021,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,DEBIT,4874.49,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,153.0,253104.0,0.0313878975325544,51.92419880444229,0,0,0.006146214059103231,15.37,LOW,ALLOW,15.0,0.61
1,PAYMENT,6440.78,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,2192.0,0.0,0.3403314618909647,0.0,0,1,0.00618350222389134,20.37,LOW,ALLOW,20.0,0.62
1,PAYMENT,4910.14,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,41551.0,0.0,8.462283935498197,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,6444.64,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,12019.0,0.0,1.8649606099060485,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,DEBIT,5149.66,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,4782.0,52752.0,0.9286049671056872,10.243782773893605,0,0,0.012787958157225568,15.77,LOW,ALLOW,15.0,1.28
1,PAYMENT,7292.16,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,216827.0,0.0,29.734261913345502,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,CASH_OUT,47458.86,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,209534.84375,52120.0,4.415083853877388,1.0982143415662315,0,0,0.03662505873364998,5.2,LOW,ALLOW,3.0,3.66
1,CASH_OUT,136872.92,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,162075.984375,217806.0,1.184134759123626,1.5913008724904156,0,0,0.029802952285164993,4.79,LOW,ALLOW,3.0,2.98
1,CASH_OUT,94253.33,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,25203.05078125,99773.0,0.2673969321043537,1.058562089899677,0,0,0.02029499128310082,19.22,LOW,ALLOW,18.0,2.03
1,PAYMENT,2998.04,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,12030.0,0.0,4.012621527150062,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,3454.08,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,9031.9599609375,0.0,2.6148669853191056,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,4316.2,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,10999.0,0.0,2.54830626529909,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,2131.84,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,224.0,0.0,0.1050735471541111,0.0,0,1,0.00547727971650937,20.33,LOW,ALLOW,20.0,0.55
1,PAYMENT,12986.61,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,23350.0,0.0,1.7980057434456418,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,TRANSFER,42712.39,0,0,0.0,1,5149.66015625,0.0,8.294215410149183,0,1,0,5149.66015625,10363.3896484375,57901.66015625,0.2426319271010717,1.35561740537088,0,0,0.0,27.0,LOW,ALLOW,27.0,0.0
1,TRANSFER,77957.68,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,94900.0,0.0,1.2173271495562046,1,0,0.002410991620906991,10.14,LOW,ALLOW,10.0,0.24
1,TRANSFER,17231.46,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,24672.0,0.0,1.4317996651292353,1,0,0.002410991620906991,10.14,LOW,ALLOW,10.0,0.24
1,TRANSFER,78766.03,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,103772.0,0.0,1.3174714829877885,1,0,0.002410991620906991,10.14,LOW,ALLOW,10.0,0.24
1,TRANSFER,224606.64,0,0,0.0,1,136872.921875,0.0,1.6409866725145483,0,1,0,136872.921875,0.0,354678.90625,0.0,1.5791113978778872,1,0,0.0,10.0,LOW,ALLOW,10.0,0.0
1,TRANSFER,125872.53,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,348512.0,0.0,2.768769298106889,1,0,0.002410991620906991,10.14,LOW,ALLOW,10.0,0.24
1,TRANSFER,379856.22,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,900180.0,0.0,2.369791398867285,1,0,0.0032662350989489065,10.2,LOW,ALLOW,10.0,0.33
1,TRANSFER,1505626.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,29031.0,0.0,0.0192816808423871,1,0,0.042011634839100746,12.52,LOW,ALLOW,10.0,4.2
1,TRANSFER,554027.0,0,0,0.0,2,180739.78125,0.0,3.0653295924579416,0,2,0,361479.5625,0.0,579285.5625,0.0,1.0455908511679033,1,0,0.0008552434780419153,10.05,LOW,ALLOW,10.0,0.09
1,TRANSFER,147543.1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,223220.0,0.0,1.512913917734628,1,0,0.002410991620906991,10.14,LOW,ALLOW,10.0,0.24
1,TRANSFER,761507.4,0,0,0.0,1,379856.21875,0.0,2.004725307659584,0,1,0,379856.21875,0.0,1280036.25,0.0,1.6809242983365722,1,0,0.0,10.0,LOW,ALLOW,10.0,0.0
1,TRANSFER,1429051.5,0,0,0.0,2,570681.796875,0.0,2.5041126382957226,0,2,0,1141363.59375,0.0,2041543.625,0.0,1.4286004563166548,1,0,0.0,10.0,LOW,ALLOW,10.0,0.0
1,TRANSFER,358831.9,0,0,0.0,1,125872.53125,0.0,2.850756258625728,0,1,0,125872.53125,0.0,474384.53125,0.0,1.3220243879859834,1,0,0.0008552434780419153,10.05,LOW,ALLOW,10.0,0.09
1,TRANSFER,367768.4,0,0,0.0,1,147543.09375,0.0,2.492616881635641,0,1,0,147543.09375,0.0,370763.09375,0.0,1.0081428623261464,1,0,0.0008552434780419153,10.05,LOW,ALLOW,10.0,0.09
1,TRANSFER,209711.11,0,0,0.0,1,110414.7109375,0.0,1.899304065503613,0,1,0,110414.7109375,0.0,399214.71875,0.0,1.903641251718976,1,0,0.0,10.0,LOW,ALLOW,10.0,0.0
1,TRANSFER,583848.44,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,667778.0,0.0,1.1437523115748682,1,0,0.016412054578677213,10.98,LOW,ALLOW,10.0,1.64
1,TRANSFER,1724887.0,0,0,0.0,3,856805.03125,0.0,2.013161614473188,0,3,0,2570415.09375,0.0,3470595.0,0.0,2.0120709356612925,1,0,0.0,10.0,LOW,ALLOW,10.0,0.0
1,TRANSFER,710544.75,0,0,0.0,2,257655.75,0.0,2.757729062906611,0,2,0,515311.5,0.0,738531.5,0.0,1.0393877373662954,1,0,0.0008552434780419153,10.05,LOW,ALLOW,10.0,0.09
1,TRANSFER,581294.25,0,0,0.0,4,1073825.5234375,0.0,0.5413302601889898,0,4,0,4295302.09375,0.0,5195482.0,0.0,8.93778323112606,1,0,0.0,10.0,LOW,ALLOW,10.0,0.0
1,TRANSFER,11996.58,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,40255.0,0.0,3.3555396402848534,1,0,0.002410991620906991,10.14,LOW,ALLOW,10.0,0.24
1,PAYMENT,2875.1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,15443.0,0.0,5.371291250899043,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,8586.98,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,3763.0,0.0,0.4382215627128097,0.0,0,1,0.00618350222389134,20.37,LOW,ALLOW,20.0,0.62
1,PAYMENT,871.75,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,19869.0,0.0,22.79208488672211,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1035.36,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,71636.0,0.0,69.18946164958807,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1063.53,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,83084.0,0.0,78.12097233862669,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1019.9,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,204237.0,0.0,200.25198069520115,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,4059.38,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,26304.0,0.0,6.479807448268562,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,1876.44,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,182.0,0.0,0.0969921797036598,0.0,0,1,0.00547727971650937,20.33,LOW,ALLOW,20.0,0.55
1,CASH_OUT,28404.6,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,51744.0,0.0,1.8216767957159228,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,75405.1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,104209.0,0.0,1.3819887227872203,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,50101.88,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,67684.0,0.0,1.350927379922207,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,14121.82,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,52679.0,0.0,3.730326461764346,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,78292.91,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,121112.0,0.0,1.546908983213278,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,176149.9,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,259813.0,0.0,1.474953949911625,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,CASH_OUT,212228.34,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,429747.0,0.0,2.024927455053939,1,0,0.00566229628997728,11.34,LOW,ALLOW,11.0,0.57
1,CASH_OUT,85423.63,0,0,0.0,5,975319.26875,0.0,0.0875853021154617,0,5,0,4876596.34375,0.0,5776776.5,0.0,67.62503899453323,1,0,0.0,11.0,LOW,ALLOW,11.0,0.0
1,CASH_OUT,11648.5,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,260976.0,0.0,22.40425805897755,1,0,0.0020474038428749453,11.12,LOW,ALLOW,11.0,0.2
1,PAYMENT,6165.58,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,20925.0,0.0,3.3938412501104764,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,3705.83,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,41903.4609375,0.0,11.307442611805197,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,CASH_OUT,419801.4,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,38197.62890625,499962.0,0.0909897592946664,1.1909488452315065,0,0,0.0005382523815125214,18.03,LOW,ALLOW,18.0,0.05
1,CASH_OUT,335416.5,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,144478.0,295.0,0.4307420773873676,0.0008795035426104,0,0,0.06570493976795459,21.94,LOW,ALLOW,18.0,6.57
1,PAYMENT,3372.29,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,41398.0,0.0,12.275931049960544,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,661.43,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,14078.0,0.0,21.284187526858545,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,DEBIT,864.68,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,69836.0,12040.0,80.76513923248086,13.92422642131665,0,0,0.00021100332771807755,0.01,LOW,ALLOW,0.0,0.02
1,PAYMENT,1203.44,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,29941.0,0.0,24.87951327675994,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,TRANSFER,330757.03,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,103657.0,79676.0,0.3133931865582978,0.2408898147951314,0,0,0.0197379764556604,18.18,LOW,ALLOW,17.0,1.97
1,PAYMENT,1915.43,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,11450.0,0.0,5.977769837022693,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,8.73,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,81313.0,0.0,9314.204383013104,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,DEBIT,3058.8,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,18138.0,11054.0,5.929776288237264,3.613835433353992,0,0,0.006146214059103231,0.37,LOW,ALLOW,0.0,0.61
1,PAYMENT,5154.97,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,9476.0,0.0,1.8382259460421,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,5213.25,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,36380.0,0.0,6.978372416438882,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,5392.75,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,50757.0,0.0,9.412081034722544,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,25.12,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,61663.0,0.0,2454.737179136249,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
1,PAYMENT,17150.89,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,61637.87890625,0.0,3.593858782843821,0.0,0,1,0.0,5.0,LOW,ALLOW,5.0,0.0
